snapshot_date,barrio,bedroom_bucket,channel,furnished,n_total,n_fenced,p25,p50,p75,computed_at,methodology_version
2026-07-01,Almagro,2,platform,furnished,128,124,1272.50,1725.50,2350.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,2,direct,all,336,327,868.42,1064.10,1283.33,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,2,direct,furnished,79,76,1053.87,1240.43,1522.73,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,2,direct,unfurnished,199,193,818.94,959.35,1179.62,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,3,all,all,127,113,1116.53,1342.64,1642.54,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,3,direct,all,111,101,1103.38,1290.49,1535.77,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,3,direct,unfurnished,71,64,1084.64,1305.95,1498.03,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,4,all,all,33,29,2188.00,4010.00,6022.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Almagro,4,direct,all,25,22,2126.42,3753.57,5255.28,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,all,all,781,722,522.47,641.43,861.40,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,platform,all,131,125,905.00,1174.00,1506.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,platform,furnished,130,124,905.00,1174.00,1508.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,direct,all,650,614,502.28,604.47,719.08,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,direct,furnished,248,240,604.18,705.58,860.35,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,0,direct,unfurnished,303,294,453.74,535.17,624.45,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,all,all,1460,1369,627.60,838.32,1195.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,platform,all,816,746,825.75,1083.00,1435.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,platform,furnished,815,745,825.50,1083.00,1435.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,direct,all,644,597,574.26,657.94,780.08,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,direct,furnished,199,180,697.23,851.67,1004.27,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,1,direct,unfurnished,347,334,560.99,615.17,687.48,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,all,all,454,429,828.77,1049.74,1478.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,platform,all,125,112,1268.00,1583.00,1946.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,platform,furnished,125,112,1268.00,1583.00,1946.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,direct,all,329,318,795.17,931.31,1240.42,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,direct,furnished,95,90,1037.17,1292.98,1538.64,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,2,direct,unfurnished,184,165,763.56,849.30,977.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,3,all,all,125,110,1119.07,1455.52,2114.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,3,platform,all,42,38,2035.75,2430.50,3844.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,3,platform,furnished,42,38,2035.75,2430.50,3844.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,3,direct,all,83,80,1051.57,1178.87,1469.17,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,3,direct,unfurnished,57,56,942.84,1141.96,1396.33,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,4,all,all,42,38,1487.00,2067.97,3371.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,4,direct,all,32,30,1284.71,1681.19,2108.97,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Balvanera,4,direct,unfurnished,24,23,1121.07,1631.39,2049.46,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,all,all,1006,951,671.86,797.78,1124.86,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,platform,all,179,164,1116.50,1366.00,1724.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,platform,furnished,179,164,1116.50,1366.00,1724.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,direct,all,827,774,648.82,743.63,946.36,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,direct,furnished,327,318,747.72,953.96,1197.04,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,0,direct,unfurnished,374,352,613.99,689.19,769.93,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,all,all,1933,1840,890.26,1162.00,1574.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,platform,all,854,798,1164.19,1496.00,1910.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,platform,furnished,854,798,1164.19,1496.00,1910.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,direct,all,1079,1042,774.05,987.59,1247.15,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,direct,furnished,358,345,946.79,1134.90,1491.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,1,direct,unfurnished,562,542,700.14,860.58,1082.77,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,all,all,859,807,1184.58,1647.00,2254.20,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,platform,all,195,183,1761.56,2381.00,3188.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,platform,furnished,195,183,1761.56,2381.00,3188.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,direct,all,664,624,1117.02,1473.80,1948.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,direct,furnished,239,222,1416.05,1704.32,2192.27,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,2,direct,unfurnished,338,320,982.55,1251.12,1731.57,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,all,all,420,397,1870.92,2998.91,4525.82,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,platform,all,51,49,2630.00,4216.00,6346.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,platform,furnished,51,49,2630.00,4216.00,6346.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,direct,all,369,350,1839.64,2866.11,4283.83,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,direct,furnished,89,87,1968.85,3609.95,5020.41,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,3,direct,unfurnished,200,185,1806.21,2553.99,3775.69,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,4,all,all,132,121,3699.34,5613.59,8930.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,4,direct,all,121,112,3488.86,5605.63,8838.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,4,direct,furnished,26,23,3987.34,6096.70,9924.57,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Belgrano,4,direct,unfurnished,69,65,3334.94,4497.54,8690.94,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,0,all,all,24,24,864.00,954.44,992.31,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,0,direct,all,24,24,864.00,954.44,992.31,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,0,direct,furnished,24,24,864.00,954.44,992.31,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,1,all,all,87,83,1039.96,1115.76,1228.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,1,direct,all,87,83,1039.96,1115.76,1228.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,1,direct,furnished,86,83,1038.75,1115.84,1230.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,2,all,all,51,50,1424.90,1536.03,1678.68,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,2,direct,all,51,50,1424.90,1536.03,1678.68,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bemowo,2,direct,furnished,49,48,1424.78,1536.03,1691.53,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,1,all,all,101,98,993.66,1072.45,1144.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,1,direct,all,101,98,993.66,1072.45,1144.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,1,direct,furnished,100,97,993.19,1066.92,1142.31,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,2,all,all,30,29,1185.09,1266.61,1369.38,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,2,direct,all,30,29,1185.09,1266.61,1369.38,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Białołęka,2,direct,furnished,27,25,1181.84,1266.19,1352.96,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,0,all,all,36,36,772.67,855.38,924.15,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,0,direct,all,36,36,772.67,855.38,924.15,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,0,direct,furnished,36,36,772.67,855.38,924.15,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,1,all,all,103,103,1033.58,1129.05,1248.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,1,direct,all,103,103,1033.58,1129.05,1248.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,1,direct,furnished,100,100,1035.25,1129.05,1248.59,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,2,all,all,38,34,1273.28,1363.53,1564.76,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,2,direct,all,38,34,1273.28,1363.53,1564.76,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Bielany,2,direct,furnished,35,31,1265.36,1346.02,1539.91,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,all,all,642,596,545.73,631.52,745.06,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,platform,all,53,49,968.00,1154.00,1436.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,platform,furnished,53,49,968.00,1154.00,1436.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,direct,all,589,572,539.43,615.86,714.31,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,direct,furnished,113,109,689.62,756.08,866.16,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,0,direct,unfurnished,389,379,517.02,580.92,651.17,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,all,all,1314,1227,613.93,747.55,958.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,platform,all,296,276,913.50,1132.00,1503.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,platform,furnished,295,276,912.00,1128.00,1495.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,direct,all,1018,981,601.51,702.11,833.72,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,direct,furnished,159,150,766.98,891.19,1034.80,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,1,direct,unfurnished,744,730,588.56,659.48,789.96,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,all,all,531,491,873.09,1098.73,1380.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,platform,all,50,48,1292.50,1633.00,2206.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,platform,furnished,50,48,1292.50,1633.00,2206.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,direct,all,481,450,862.79,1043.03,1312.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,direct,furnished,76,76,1039.35,1366.42,2036.11,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,2,direct,unfurnished,341,333,845.01,982.62,1232.19,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,3,all,all,208,193,1341.68,1647.15,2551.64,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,3,direct,all,198,184,1326.70,1600.30,2551.64,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,3,direct,furnished,21,21,1979.26,2206.76,4116.13,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,3,direct,unfurnished,126,117,1286.08,1521.49,2175.86,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,4,all,all,60,56,1802.04,2624.94,3380.14,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,4,direct,all,56,49,1713.38,2595.05,2887.32,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Caballito,4,direct,unfurnished,39,34,1585.91,2528.29,2865.07,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,all,all,301,292,663.30,811.16,1046.58,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,platform,all,60,58,1073.50,1264.50,1424.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,platform,furnished,60,58,1073.50,1264.50,1424.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,direct,all,241,235,637.91,732.78,906.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,direct,furnished,113,110,732.50,869.28,991.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,0,direct,unfurnished,96,94,574.96,673.90,733.78,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,all,all,507,494,772.33,1067.50,1471.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,platform,all,307,294,947.00,1246.00,1624.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,platform,furnished,307,294,947.00,1246.00,1624.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,direct,all,200,190,663.33,844.93,1093.72,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,direct,furnished,56,56,886.77,1108.33,1558.65,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,1,direct,unfurnished,117,111,619.24,713.39,883.37,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,2,all,all,92,85,1266.21,1844.50,2489.12,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,2,platform,all,38,34,1835.75,2484.50,3101.19,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,2,platform,furnished,38,34,1835.75,2484.50,3101.19,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,2,direct,all,54,52,1025.28,1371.12,1893.24,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,2,direct,unfurnished,27,27,982.51,1266.21,1452.81,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Chacarita,3,all,all,20,17,1281.33,1791.11,2317.33,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,0,all,all,139,129,641.12,746.11,906.83,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,0,direct,all,123,118,618.57,723.25,881.24,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,0,direct,furnished,35,31,812.18,898.04,979.15,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,0,direct,unfurnished,71,66,572.12,676.93,746.33,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,all,all,158,149,756.27,939.35,1225.97,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,platform,all,69,66,936.68,1159.00,1558.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,platform,furnished,69,66,936.68,1159.00,1558.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,direct,all,89,84,698.84,870.24,1030.33,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,direct,furnished,27,23,803.84,1001.32,1150.45,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,1,direct,unfurnished,45,43,678.05,779.00,927.65,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,2,all,all,81,77,988.87,1252.73,1579.38,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,2,direct,all,68,65,965.01,1228.31,1500.52,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,2,direct,furnished,21,19,1303.81,1400.00,1575.93,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Coghlan,2,direct,unfurnished,30,30,895.29,1012.64,1204.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,all,all,489,453,717.07,898.35,1270.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,platform,all,96,83,1173.75,1346.00,1658.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,platform,furnished,95,83,1172.50,1338.00,1643.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,direct,all,393,356,689.81,827.67,1063.25,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,direct,furnished,206,182,808.73,958.52,1193.62,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,0,direct,unfurnished,133,120,625.77,693.91,789.10,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,all,all,972,924,919.70,1311.00,1961.43,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,platform,all,438,418,1232.00,1627.50,2336.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,platform,furnished,438,418,1232.00,1627.50,2336.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,direct,all,534,508,779.73,1049.81,1555.29,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,direct,furnished,249,246,1048.09,1345.63,2215.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,1,direct,unfurnished,227,209,689.90,780.64,1025.56,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,all,all,307,268,1137.27,1617.00,2386.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,platform,all,97,87,1714.00,2159.00,3649.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,platform,furnished,97,87,1714.00,2159.00,3649.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,direct,all,210,189,1010.07,1278.72,1941.26,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,direct,furnished,100,84,1153.30,1749.15,2557.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,2,direct,unfurnished,94,87,935.01,1076.87,1358.49,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,3,all,all,100,96,1445.27,1886.69,2724.14,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,3,direct,all,85,84,1443.22,1706.60,2623.12,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,3,direct,furnished,24,24,1366.24,1693.69,3038.94,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,3,direct,unfurnished,46,45,1317.52,1811.87,2376.49,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,4,all,all,46,42,3072.64,4267.74,7805.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,4,direct,all,41,39,3072.64,4267.40,7805.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Colegiales,4,direct,unfurnished,26,26,1925.04,3653.56,7805.66,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,all,all,323,308,523.98,625.21,845.94,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,platform,all,44,44,706.82,971.00,1349.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,platform,furnished,44,44,706.82,971.00,1349.75,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,direct,all,279,271,520.48,601.40,760.36,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,direct,furnished,102,96,643.37,780.11,876.13,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,0,direct,unfurnished,133,125,494.20,538.48,597.70,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,all,all,443,422,642.08,851.13,1219.50,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,platform,all,267,250,817.00,1125.00,1450.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,platform,furnished,267,250,817.00,1125.00,1450.00,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,direct,all,176,171,560.28,663.04,807.48,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,direct,furnished,66,62,725.09,801.95,1013.82,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,1,direct,unfurnished,88,83,524.80,590.13,662.47,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,2,all,all,86,80,722.32,909.50,1286.08,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,2,direct,all,67,67,691.56,818.43,1128.30,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,Constitución,2,direct,unfurnished,43,36,687.25,804.04,922.90,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,1,all,all,53,51,1048.66,1536.00,2038.38,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,1,direct,all,41,41,1048.51,1607.18,2038.38,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,1,direct,unfurnished,21,21,720.99,1497.28,1686.73,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,2,all,all,31,30,1209.40,1833.00,2768.54,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,2,direct,all,26,26,1191.33,1782.64,2803.89,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,3,all,all,26,26,4753.87,5347.50,7054.83,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
2026-07-01,La Lucila,3,direct,all,25,25,5125.48,5347.50,7216.67,2026-07-31T03:28:14.076331+00:00,7a7959fab51a
