snapshot_date,barrio,bedroom_bucket,channel,furnished,n_total,n_fenced,p25,p50,p75,computed_at,methodology_version
2026-08-01,Almagro,4,all,all,34,30,2201.29,4218.50,5666.07,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Almagro,4,direct,all,26,23,2170.69,3363.20,5214.70,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,all,all,860,809,531.61,661.89,959.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,platform,all,214,201,954.50,1175.00,1450.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,platform,furnished,212,199,955.50,1175.00,1449.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,direct,all,646,604,502.19,601.17,715.65,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,direct,furnished,229,220,618.33,710.68,861.28,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,0,direct,unfurnished,318,312,455.34,543.52,627.36,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,all,all,1367,1271,635.67,846.06,1213.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,platform,all,766,695,819.00,1114.50,1516.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,platform,furnished,764,693,819.00,1114.50,1516.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,direct,all,601,561,592.67,661.58,795.11,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,direct,furnished,184,170,669.67,844.38,934.59,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,1,direct,unfurnished,313,300,574.65,625.02,682.61,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,all,all,436,414,866.65,1094.18,1560.45,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,platform,all,128,115,1326.00,1638.00,2107.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,platform,furnished,128,115,1326.00,1638.00,2107.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,direct,all,308,291,814.17,966.43,1232.13,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,direct,furnished,95,89,1044.20,1245.99,1600.95,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,2,direct,unfurnished,169,153,784.94,861.55,1001.38,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,3,all,all,118,103,1167.48,1467.98,2349.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,3,platform,all,40,36,2100.75,2555.50,4295.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,3,platform,furnished,40,36,2100.75,2555.50,4295.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,3,direct,all,78,72,1092.44,1255.31,1473.97,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,3,direct,unfurnished,42,41,1061.54,1152.04,1339.37,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,4,all,all,37,34,1677.47,2100.87,5015.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Balvanera,4,direct,all,27,26,1434.33,1880.23,2259.86,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,all,all,1126,1067,692.91,848.29,1255.98,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,platform,all,318,299,1128.25,1432.00,1838.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,platform,furnished,318,299,1128.25,1432.00,1838.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,direct,all,808,754,652.92,749.40,938.19,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,direct,furnished,280,273,766.92,994.06,1221.17,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,0,direct,unfurnished,417,393,616.63,691.84,769.66,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,all,all,1875,1772,875.00,1164.00,1557.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,platform,all,775,724,1190.00,1530.00,1960.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,platform,furnished,775,724,1190.00,1530.00,1960.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,direct,all,1100,1067,764.67,974.71,1225.11,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,direct,furnished,368,353,915.45,1144.43,1438.45,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,1,direct,unfurnished,613,596,707.43,869.86,1093.18,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,all,all,853,782,1189.44,1601.87,2169.08,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,platform,all,201,191,1692.00,2301.00,3307.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,platform,furnished,201,191,1692.00,2301.00,3307.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,direct,all,652,605,1124.41,1447.12,1872.38,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,direct,furnished,226,205,1259.57,1641.81,2063.45,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,2,direct,unfurnished,336,315,1027.07,1314.20,1675.37,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,all,all,438,417,1790.38,2923.70,4819.56,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,platform,all,50,47,2614.75,4117.50,5861.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,platform,furnished,50,47,2614.75,4117.50,5861.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,direct,all,388,372,1772.83,2732.80,4670.51,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,direct,furnished,84,83,1779.65,3609.42,5236.86,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,3,direct,unfurnished,211,192,1726.24,2254.43,3841.33,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,4,all,all,129,116,3693.96,5643.53,9588.07,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,4,direct,all,118,108,3497.97,5630.70,9588.07,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,4,direct,furnished,28,28,5379.46,8838.00,19375.98,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Belgrano,4,direct,unfurnished,70,62,3298.80,4783.94,8076.03,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,0,all,all,29,25,929.36,958.92,1004.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,0,direct,all,29,25,929.36,958.92,1004.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,0,direct,furnished,29,25,929.36,958.92,1004.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,1,all,all,130,125,1107.08,1191.33,1289.02,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,1,direct,all,130,125,1107.08,1191.33,1289.02,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,1,direct,furnished,129,124,1105.61,1187.47,1289.42,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,2,all,all,56,54,1392.15,1536.51,1696.68,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,2,direct,all,56,54,1392.15,1536.51,1696.68,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bemowo,2,direct,furnished,54,52,1391.02,1545.13,1709.07,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,0,all,all,30,29,867.33,915.28,973.09,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,0,direct,all,30,29,867.33,915.28,973.09,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,0,direct,furnished,30,29,867.33,915.28,973.09,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,1,all,all,122,118,994.60,1061.24,1156.88,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,1,direct,all,122,118,994.60,1061.24,1156.88,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,1,direct,furnished,119,115,995.04,1061.34,1156.53,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,2,all,all,44,43,1203.76,1308.45,1452.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,2,direct,all,44,43,1203.76,1308.45,1452.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Białołęka,2,direct,furnished,42,41,1202.95,1306.69,1421.59,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,0,all,all,33,33,838.14,909.68,975.82,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,0,direct,all,33,33,838.14,909.68,975.82,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,0,direct,furnished,33,33,838.14,909.68,975.82,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,1,all,all,108,105,1056.89,1181.35,1279.31,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,1,direct,all,108,105,1056.89,1181.35,1279.31,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,1,direct,furnished,106,103,1064.81,1192.28,1280.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,2,all,all,42,39,1278.80,1361.93,1534.61,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,2,direct,all,42,39,1278.80,1361.93,1534.61,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Bielany,2,direct,furnished,41,38,1277.54,1360.28,1537.96,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,all,all,703,645,562.82,655.50,770.12,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,platform,all,78,74,945.75,1184.50,1456.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,platform,furnished,78,74,945.75,1184.50,1456.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,direct,all,625,607,547.20,632.50,720.55,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,direct,furnished,141,134,684.24,755.83,863.70,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,0,direct,unfurnished,409,401,528.27,589.40,673.40,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,all,all,1273,1187,634.26,762.91,991.67,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,platform,all,273,257,931.00,1206.00,1560.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,platform,furnished,272,257,930.75,1204.50,1556.25,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,direct,all,1000,949,618.52,714.69,859.24,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,direct,furnished,150,146,825.76,933.37,1233.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,1,direct,unfurnished,736,702,609.22,692.95,792.83,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,all,all,584,559,887.58,1100.27,1468.14,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,platform,all,50,47,1380.00,1737.50,2325.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,platform,furnished,50,47,1380.00,1737.50,2325.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,direct,all,534,511,878.51,1064.87,1392.73,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,direct,furnished,111,108,1097.18,1403.85,1772.80,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,2,direct,unfurnished,355,342,848.56,986.51,1189.46,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,3,all,all,210,194,1298.04,1581.01,2532.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,3,direct,all,201,186,1297.02,1568.75,2500.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,3,direct,furnished,23,23,1408.22,2206.76,3710.81,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,3,direct,unfurnished,129,124,1298.04,1452.20,2184.05,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,4,all,all,62,58,1869.25,2648.84,3906.68,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,4,direct,all,58,55,1794.69,2617.57,3561.44,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Caballito,4,direct,unfurnished,39,36,1634.56,2648.84,3187.04,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,all,all,374,360,683.06,887.15,1138.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,platform,all,117,112,1070.00,1272.00,1505.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,platform,furnished,117,112,1070.00,1272.00,1505.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,direct,all,257,252,631.14,725.32,936.66,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,direct,furnished,109,106,780.78,936.66,1075.37,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,0,direct,unfurnished,119,112,601.04,678.41,723.66,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,all,all,472,457,811.48,1093.90,1465.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,platform,all,263,253,951.50,1278.00,1690.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,platform,furnished,263,253,951.50,1278.00,1690.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,direct,all,209,206,687.24,964.70,1221.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,direct,furnished,65,64,903.17,1121.08,1430.11,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,1,direct,unfurnished,112,105,657.71,806.24,1028.44,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,2,all,all,88,83,1200.66,1771.85,2582.96,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,2,platform,all,39,36,1797.00,2270.00,3091.39,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,2,platform,furnished,39,36,1797.00,2270.00,3091.39,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,2,direct,all,49,44,990.55,1358.79,1888.31,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,2,direct,unfurnished,30,30,903.07,1089.50,1532.54,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,3,all,all,25,23,1261.30,1761.10,2204.29,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Chacarita,3,direct,all,22,21,1204.34,1551.04,1913.22,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,all,all,168,159,670.95,791.83,990.38,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,platform,all,25,24,1043.00,1304.00,1592.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,platform,furnished,25,24,1043.00,1304.00,1592.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,direct,all,143,140,646.76,747.99,883.24,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,direct,furnished,45,39,875.00,906.83,1028.58,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,0,direct,unfurnished,81,77,615.81,687.75,761.54,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,1,all,all,155,148,774.78,1001.32,1272.12,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,1,platform,all,67,64,991.00,1207.00,1584.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,1,platform,furnished,67,64,991.00,1207.00,1584.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,1,direct,all,88,84,728.75,883.09,1027.55,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,1,direct,unfurnished,53,50,693.33,792.02,937.81,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,2,all,all,74,67,1104.59,1305.45,1640.22,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,2,direct,all,63,57,1088.09,1266.60,1530.57,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,2,direct,furnished,23,19,1289.31,1385.21,1559.93,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Coghlan,2,direct,unfurnished,30,29,931.34,1096.49,1241.60,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,all,all,583,535,721.19,901.79,1288.95,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,platform,all,159,143,1173.50,1414.00,1900.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,platform,furnished,159,143,1173.50,1414.00,1900.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,direct,all,424,383,679.36,804.49,996.90,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,direct,furnished,197,170,804.66,964.02,1199.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,0,direct,unfurnished,175,167,634.65,686.83,793.48,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,all,all,938,870,902.44,1275.27,1858.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,platform,all,395,364,1256.00,1647.00,2311.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,platform,furnished,395,364,1256.00,1647.00,2311.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,direct,all,543,502,793.57,1025.22,1432.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,direct,furnished,229,225,1099.00,1367.47,2140.13,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,1,direct,unfurnished,247,229,707.93,831.08,1027.98,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,all,all,356,306,1162.82,1545.78,2210.12,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,platform,all,104,96,1786.50,2241.00,4091.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,platform,furnished,104,96,1786.50,2241.00,4091.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,direct,all,252,230,1053.74,1301.05,1918.47,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,direct,furnished,94,76,1398.20,1837.87,2606.80,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,2,direct,unfurnished,128,114,942.22,1184.81,1357.84,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,3,all,all,97,93,1509.74,1985.55,2853.60,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,3,direct,all,84,83,1483.07,1967.93,2725.69,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,3,direct,furnished,20,20,1333.83,1654.65,3062.06,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,3,direct,unfurnished,51,50,1509.80,1917.07,2618.34,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,4,all,all,49,45,1965.26,3805.45,7256.16,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,4,direct,all,45,42,1907.63,3770.95,6250.91,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Colegiales,4,direct,unfurnished,30,30,1821.28,2698.00,4178.98,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,all,all,371,352,559.99,688.90,891.30,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,platform,all,79,77,850.04,1060.00,1333.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,platform,furnished,79,77,850.04,1060.00,1333.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,direct,all,292,288,547.35,636.83,817.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,direct,furnished,113,109,672.20,815.57,925.50,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,0,direct,unfurnished,133,125,508.02,562.51,624.26,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,all,all,413,390,664.92,859.00,1226.16,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,platform,all,244,225,821.00,1175.50,1458.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,platform,furnished,244,225,821.00,1175.50,1458.75,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,direct,all,169,165,574.02,686.27,836.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,direct,furnished,59,56,690.20,806.16,988.94,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,1,direct,unfurnished,98,96,563.69,649.79,749.28,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,2,all,all,83,78,822.70,1036.61,1408.89,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
2026-08-01,Constitución,2,platform,all,21,19,1326.00,1838.00,2107.00,2026-08-30T03:24:43.940461+00:00,64dbaeb7606f
