snapshot_date,barrio,bedroom_bucket,channel,furnished,n_total,n_fenced,p25,p50,p75,computed_at
2026-04-01,Acassuso,1,all,all,77,76,860.10,1353.00,1895.00,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,1,platform,all,48,47,1347.50,1685.50,2223.75,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,1,platform,furnished,47,46,1358.50,1716.00,2230.50,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,1,direct,all,29,27,672.20,847.37,1136.18,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,1,direct,unfurnished,22,22,675.13,782.00,1040.16,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,2,all,all,55,54,1248.06,1567.58,2788.84,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,2,direct,all,44,40,1217.18,1472.62,2029.44,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,2,direct,furnished,20,19,1170.14,1836.19,3205.62,2026-04-24T03:15:38.386579+00:00
2026-04-01,Acassuso,2,direct,unfurnished,27,23,1248.06,1417.73,1576.30,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,3,all,all,36,36,3396.80,4867.44,7020.93,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,3,direct,all,32,31,3186.87,4536.26,6616.88,2026-04-24T07:23:39.658857+00:00
2026-04-01,Acassuso,3,direct,furnished,20,20,3186.87,4386.64,6469.54,2026-04-24T03:15:38.386579+00:00
2026-04-01,Acassuso,4,all,all,27,27,4958.57,7491.78,21934.65,2026-04-24T03:15:38.386579+00:00
2026-04-01,Acassuso,4,direct,all,24,24,4862.69,7132.88,22939.74,2026-04-24T03:15:38.386579+00:00
2026-04-01,Agronomía,0,all,all,22,20,634.23,670.52,936.63,2026-04-24T03:15:38.386579+00:00
2026-04-01,Agronomía,1,all,all,59,56,653.47,876.00,1231.53,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,1,platform,all,31,30,771.50,1024.98,1265.50,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,1,platform,furnished,30,29,756.75,1019.49,1254.25,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,1,direct,all,28,26,568.83,678.95,1099.93,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,1,direct,unfurnished,20,19,550.61,640.65,1099.93,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,2,all,all,20,19,906.27,1318.79,2137.51,2026-04-24T07:23:39.658857+00:00
2026-04-01,Agronomía,2,direct,all,21,18,902.70,1121.86,1423.92,2026-04-24T03:15:38.386579+00:00
2026-04-01,Almagro,0,all,all,463,437,701.55,886.62,1200.00,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,0,platform,all,136,133,982.50,1177.00,1464.25,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,0,platform,furnished,129,126,968.00,1171.00,1471.00,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,0,direct,all,327,307,651.55,783.45,1034.12,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,0,direct,furnished,187,168,729.45,886.16,1153.22,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,0,direct,unfurnished,139,129,583.75,684.43,836.62,2026-04-24T07:23:39.658857+00:00
2026-04-01,Almagro,1,all,all,1741,1674,746.29,950.13,1250.75,2026-04-24T07:23:39.658857+00:00
