snapshot_date,barrio,bedroom_bucket,channel,furnished,n_total,n_fenced,p25,p50,p75,computed_at,methodology_version
2026-06-01,Almagro,2,direct,unfurnished,180,177,848.03,990.76,1260.70,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,3,all,all,106,94,1262.09,1525.21,1864.78,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,3,platform,all,20,18,1603.75,1982.00,3010.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,3,direct,all,86,79,1223.05,1494.67,1763.26,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,3,direct,furnished,25,24,1546.62,1707.71,2256.00,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Almagro,3,direct,unfurnished,62,57,1154.56,1443.86,1715.94,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,4,all,all,41,38,2062.67,3360.83,4370.18,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,4,direct,all,31,29,1989.88,3145.82,4370.18,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almagro,4,direct,unfurnished,21,20,1780.44,2320.18,4370.18,2026-06-18T03:18:17.697306+00:00,v0-unversioned
2026-06-01,Almirante Brown,0,all,all,37,34,419.03,470.17,547.26,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,0,direct,all,37,34,419.03,470.17,547.26,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,0,direct,unfurnished,30,26,431.62,475.09,552.01,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,1,all,all,240,232,411.86,493.50,647.84,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,1,direct,all,240,232,411.86,493.50,647.84,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,1,direct,furnished,39,38,493.25,673.40,811.41,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Almirante Brown,1,direct,unfurnished,194,191,410.73,483.66,617.63,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,2,all,all,222,217,631.19,791.45,1058.37,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,2,direct,all,222,217,631.19,791.45,1058.37,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,2,direct,furnished,50,50,692.27,844.43,1208.65,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Almirante Brown,2,direct,unfurnished,171,167,623.04,785.46,1002.80,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,3,all,all,51,49,1015.81,1364.53,1951.96,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,3,direct,all,51,49,1015.81,1364.53,1951.96,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,3,direct,unfurnished,32,32,990.17,1294.28,1951.61,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,4,all,all,25,21,1490.69,1766.09,4108.66,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Almirante Brown,4,direct,all,25,21,1490.69,1766.09,4108.66,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,0,all,all,150,144,413.82,473.44,534.73,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,0,direct,all,148,144,413.03,472.26,533.21,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,0,direct,furnished,31,30,475.38,572.30,682.39,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Avellaneda,0,direct,unfurnished,120,117,405.24,461.54,522.51,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,1,all,all,800,777,491.02,563.26,675.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,1,platform,all,21,21,468.00,940.00,1518.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,1,direct,all,779,764,491.44,562.08,668.06,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,1,direct,furnished,33,31,513.74,599.64,772.29,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,1,direct,unfurnished,633,625,484.17,556.36,663.55,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,2,all,all,480,458,625.15,737.50,862.89,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,2,direct,all,477,457,625.08,736.84,862.23,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,2,direct,furnished,84,80,665.82,784.12,912.82,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Avellaneda,2,direct,unfurnished,381,366,624.71,729.99,856.52,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,3,all,all,89,84,777.49,940.91,1211.59,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,3,direct,all,89,84,777.49,940.91,1211.59,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Avellaneda,3,direct,furnished,20,19,688.40,978.07,1643.78,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Avellaneda,3,direct,unfurnished,61,59,774.46,927.19,1102.65,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,all,all,572,522,554.36,669.76,874.13,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,platform,all,119,115,861.32,1061.00,1448.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,platform,furnished,106,102,860.47,1037.00,1436.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,direct,all,453,423,534.37,623.38,729.29,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,direct,furnished,130,118,615.33,706.73,880.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,0,direct,unfurnished,242,234,496.12,574.68,671.73,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,all,all,1699,1597,649.28,827.00,1134.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,platform,all,822,762,810.25,1066.50,1410.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,platform,furnished,667,614,816.50,1070.00,1431.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,direct,all,877,832,613.94,707.82,857.15,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,direct,furnished,335,320,698.27,830.25,1007.24,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,1,direct,unfurnished,387,374,576.80,654.73,748.08,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,all,all,512,491,900.31,1099.27,1480.71,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,platform,all,127,117,1272.50,1532.00,1968.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,platform,furnished,105,95,1275.00,1545.00,1982.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,direct,all,385,378,869.07,997.25,1301.88,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,direct,furnished,131,128,1033.47,1273.04,1483.39,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,2,direct,unfurnished,185,167,805.66,930.00,1069.48,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,3,all,all,131,116,1190.41,1391.02,2060.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,3,platform,all,42,37,1886.89,2393.00,3288.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,3,platform,furnished,38,33,1870.25,2393.00,3288.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,3,direct,all,89,81,1151.10,1234.00,1461.84,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,3,direct,furnished,20,17,1211.99,1430.67,1526.07,2026-06-21T03:33:14.372456+00:00,v0-unversioned
2026-06-01,Balvanera,3,direct,unfurnished,52,48,1060.97,1183.88,1325.31,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,4,all,all,40,36,1470.29,3247.81,5152.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,4,direct,all,31,27,1360.98,2179.41,3497.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Balvanera,4,direct,unfurnished,23,20,1276.86,2159.95,3913.03,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,0,all,all,76,70,585.27,715.00,925.86,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,0,direct,all,67,65,563.13,690.45,852.46,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,0,direct,furnished,20,18,701.26,823.08,1330.25,2026-06-08T03:43:39.261583+00:00,v0-unversioned
2026-06-01,Barracas,0,direct,unfurnished,41,40,511.14,606.16,705.08,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,all,all,309,298,672.10,858.08,1270.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,platform,all,140,135,744.00,1140.50,1631.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,platform,furnished,115,110,766.50,1157.00,1633.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,direct,all,169,154,639.23,761.00,910.27,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,direct,furnished,41,41,859.73,1025.94,1365.51,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,1,direct,unfurnished,102,97,616.81,706.26,817.17,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,2,all,all,167,156,864.74,1122.05,1403.06,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,2,platform,all,22,21,1581.75,1886.50,2916.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,2,platform,furnished,21,20,1677.00,1916.00,2993.00,2026-06-22T03:33:33.115608+00:00,v0-unversioned
2026-06-01,Barracas,2,direct,all,145,141,845.11,1057.40,1319.61,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,2,direct,furnished,25,24,1122.05,1306.07,1409.11,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,2,direct,unfurnished,94,88,807.11,966.01,1251.88,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,3,all,all,27,25,937.17,1098.94,2118.47,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Barracas,3,direct,all,24,20,917.66,1056.10,1576.42,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,1,all,all,161,154,696.74,991.67,1649.03,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,1,platform,all,55,52,1061.50,1777.00,2398.44,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,1,platform,furnished,49,47,1250.00,1789.00,2405.88,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,1,direct,all,106,104,625.38,801.00,1112.26,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,1,direct,furnished,29,23,991.67,1078.35,1193.96,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Beccar,1,direct,unfurnished,76,69,613.32,693.79,951.18,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,2,all,all,117,113,1119.33,1355.57,2147.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,2,direct,all,102,96,1100.24,1309.06,1901.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,2,direct,furnished,40,39,1239.24,1468.37,2168.58,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Beccar,2,direct,unfurnished,59,53,1093.81,1253.75,1674.15,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,3,all,all,99,94,2649.02,4065.60,5114.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,3,platform,all,24,21,5073.75,6318.00,8127.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,3,platform,furnished,20,17,5121.00,6448.50,8127.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,3,direct,all,75,73,2457.48,3456.57,4495.56,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,3,direct,furnished,39,37,3218.54,4386.67,4903.65,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Beccar,3,direct,unfurnished,35,34,2457.48,3246.05,4314.99,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,4,all,all,74,69,4642.19,7006.50,9174.83,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,4,platform,all,31,29,5354.50,7456.00,9690.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,4,platform,furnished,22,21,5312.25,7006.50,9900.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,4,direct,all,43,40,4187.14,5759.32,8853.40,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Beccar,4,direct,furnished,20,18,4152.61,7272.12,10138.80,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,all,all,711,675,749.93,914.80,1192.37,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,platform,all,169,156,1105.00,1301.00,1653.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,platform,furnished,144,131,1106.50,1326.00,1657.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,direct,all,542,517,724.26,830.73,1014.17,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,direct,furnished,218,214,846.39,1006.60,1222.66,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,0,direct,unfurnished,228,217,662.07,740.61,839.83,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,all,all,2137,2045,888.00,1160.37,1563.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,platform,all,888,837,1155.50,1465.00,1873.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,platform,furnished,757,712,1157.00,1479.00,1893.70,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,direct,all,1249,1191,806.65,999.79,1268.23,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,direct,furnished,486,467,889.61,1066.40,1397.21,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,1,direct,unfurnished,592,566,739.48,887.72,1154.48,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,all,all,800,758,1315.09,1707.33,2421.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,platform,all,194,185,1735.00,2341.00,3209.57,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,platform,furnished,162,154,1763.78,2359.00,3200.75,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,direct,all,606,568,1224.62,1587.75,2155.44,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,direct,furnished,231,214,1422.95,1730.58,2264.87,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,2,direct,unfurnished,295,270,1088.82,1392.22,1898.33,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,all,all,425,406,1960.64,3041.03,4629.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,platform,all,54,48,2522.50,3198.00,5047.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,platform,furnished,47,42,2432.50,3225.00,5008.00,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,direct,all,371,358,1917.63,2994.27,4516.50,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,direct,furnished,96,94,2155.57,3612.23,4862.91,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,3,direct,unfurnished,191,185,1809.45,2668.63,4512.27,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,4,all,all,102,95,3239.34,4582.37,7970.88,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,4,direct,all,92,85,3187.45,4512.06,6893.88,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,4,direct,furnished,25,25,5519.43,6581.91,11579.07,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Belgrano,4,direct,unfurnished,47,46,2249.57,3805.45,5874.28,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,0,all,all,20,16,844.99,881.83,913.52,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Bemowo,0,direct,all,20,16,844.99,881.83,913.52,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Bemowo,0,direct,furnished,20,16,844.99,881.83,913.52,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Bemowo,1,all,all,57,51,1070.55,1126.54,1181.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,1,direct,all,57,51,1070.55,1126.54,1181.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,1,direct,furnished,56,51,1064.37,1126.31,1185.46,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,2,all,all,22,21,1234.91,1485.31,1661.08,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,2,direct,all,22,21,1234.91,1485.31,1661.08,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Bemowo,2,direct,furnished,22,21,1234.91,1485.31,1661.08,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,0,all,all,22,19,391.77,438.86,562.06,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,0,direct,all,22,19,391.77,438.86,562.06,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,0,direct,unfurnished,20,17,390.67,431.54,535.24,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,1,all,all,145,139,427.99,527.63,636.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,1,direct,all,145,139,427.99,527.63,636.25,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,1,direct,furnished,30,30,535.61,609.45,757.93,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Berazategui,1,direct,unfurnished,112,107,427.89,512.03,610.96,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,2,all,all,80,76,681.49,839.40,961.83,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,2,direct,all,80,76,681.49,839.40,961.83,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,2,direct,unfurnished,69,66,691.64,818.92,961.61,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,3,all,all,25,25,1424.08,3502.48,4551.44,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berazategui,3,direct,all,25,25,1424.08,3502.48,4551.44,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berisso,1,all,all,33,32,433.37,458.99,532.15,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berisso,1,direct,all,33,32,433.37,458.99,532.15,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Berisso,1,direct,unfurnished,27,27,416.52,455.98,535.65,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Białołęka,0,all,all,20,17,829.28,856.32,890.36,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Białołęka,0,direct,all,20,17,829.28,856.32,890.36,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Białołęka,0,direct,furnished,20,17,829.28,856.32,890.36,2026-06-15T03:44:35.588311+00:00,v0-unversioned
2026-06-01,Białołęka,1,all,all,43,42,987.01,1073.36,1147.30,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Białołęka,1,direct,all,43,42,987.01,1073.36,1147.30,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Białołęka,1,direct,furnished,42,41,982.47,1069.02,1140.15,2026-06-30T03:19:34.403959+00:00,v0-unversioned
2026-06-01,Białołęka,2,all,all,22,20,1297.84,1390.17,1534.83,2026-06-22T03:33:33.115608+00:00,v0-unversioned
