as_of,market,barrio,bedroom_bucket,furnished_mode,price_band,band_lo_usd,band_hi_usd,n_active,arrivals_30d,left_market_30d,fast_exits_30d,median_days_listed_km,exited_median_days,n_events
2026-08-20,buenos-aires,Balvanera,0,u,3,448.72,538.46,37,15,13,1,34.00,57.00,80
2026-08-20,buenos-aires,Balvanera,0,u,4,538.46,,33,29,23,14,30.00,5.00,81
2026-08-20,buenos-aires,Balvanera,1,a,0,,,672,778,643,322,21.00,13.00,2309
2026-08-20,buenos-aires,Balvanera,1,a,1,,435.41,122,192,197,88,20.00,13.00,566
2026-08-20,buenos-aires,Balvanera,1,a,2,435.41,500.00,165,218,162,93,19.00,9.00,583
2026-08-20,buenos-aires,Balvanera,1,a,3,500.00,589.00,153,185,142,75,20.00,14.00,554
2026-08-20,buenos-aires,Balvanera,1,a,4,589.00,,194,172,131,59,27.00,16.00,546
2026-08-20,buenos-aires,Balvanera,1,f,0,,,237,199,165,81,24.00,14.00,700
2026-08-20,buenos-aires,Balvanera,1,f,1,,500.00,39,56,60,31,19.00,8.00,180
2026-08-20,buenos-aires,Balvanera,1,f,2,500.00,600.00,58,71,47,29,22.00,12.00,194
2026-08-20,buenos-aires,Balvanera,1,f,3,600.00,730.00,39,24,16,5,27.00,32.50,126
2026-08-20,buenos-aires,Balvanera,1,f,4,730.00,,67,45,38,13,34.00,26.50,160
2026-08-20,buenos-aires,Balvanera,1,n,0,,,317,454,382,192,19.00,11.00,1248
2026-08-20,buenos-aires,Balvanera,1,n,1,,416.67,70,114,119,50,21.00,15.00,330
2026-08-20,buenos-aires,Balvanera,1,n,2,416.67,471.38,80,108,78,41,20.00,9.50,294
2026-08-20,buenos-aires,Balvanera,1,n,3,471.38,537.71,89,127,94,54,18.00,9.50,312
2026-08-20,buenos-aires,Balvanera,1,n,4,537.71,,77,100,87,43,18.00,11.00,307
2026-08-20,buenos-aires,Balvanera,1,u,0,,,118,125,96,49,21.00,13.50,361
2026-08-20,buenos-aires,Balvanera,1,u,1,,441.56,23,29,29,15,17.00,12.00,88
2026-08-20,buenos-aires,Balvanera,1,u,2,441.56,498.22,22,29,22,14,16.00,8.00,87
2026-08-20,buenos-aires,Balvanera,1,u,3,498.22,564.11,33,34,20,13,18.00,9.50,87
2026-08-20,buenos-aires,Balvanera,1,u,4,564.11,,37,30,22,7,39.00,27.00,84
2026-08-20,buenos-aires,Balvanera,2,a,0,,,345,358,319,144,22.00,17.00,1168
2026-08-20,buenos-aires,Balvanera,2,a,1,,600.00,57,88,99,44,18.00,22.00,294
2026-08-20,buenos-aires,Balvanera,2,a,2,600.00,707.32,77,83,71,32,22.00,13.00,283
2026-08-20,buenos-aires,Balvanera,2,a,3,707.32,882.35,91,98,72,39,22.00,14.50,286
2026-08-20,buenos-aires,Balvanera,2,a,4,882.35,,102,86,76,28,28.00,20.00,281
2026-08-20,buenos-aires,Balvanera,2,f,0,,,107,71,73,26,26.00,19.00,358
2026-08-20,buenos-aires,Balvanera,2,f,1,,711.97,6,8,15,5,21.00,25.00,88
2026-08-20,buenos-aires,Balvanera,2,f,2,711.97,899.67,27,23,17,8,22.00,15.00,87
2026-08-20,buenos-aires,Balvanera,2,f,3,899.67,1092.93,25,17,22,9,31.00,21.50,80
2026-08-20,buenos-aires,Balvanera,2,f,4,1092.93,,33,23,19,4,31.00,21.00,87
2026-08-20,buenos-aires,Balvanera,2,n,0,,,190,230,192,96,22.00,15.00,637
2026-08-20,buenos-aires,Balvanera,2,n,1,,582.52,38,57,62,26,22.00,23.50,159
2026-08-20,buenos-aires,Balvanera,2,n,2,582.52,661.30,45,49,44,21,22.00,13.00,158
2026-08-20,buenos-aires,Balvanera,2,n,3,661.30,775.64,51,65,48,28,21.00,12.00,159
2026-08-20,buenos-aires,Balvanera,2,n,4,775.64,,56,59,38,21,23.00,15.00,157
2026-08-20,buenos-aires,Balvanera,2,u,0,,,48,57,54,22,20.00,24.50,173
2026-08-20,buenos-aires,Balvanera,2,u,1,,583.86,6,11,12,7,9.00,21.00,44
2026-08-20,buenos-aires,Balvanera,2,u,2,583.86,658.94,10,11,17,5,30.00,30.00,42
2026-08-20,buenos-aires,Balvanera,2,u,3,658.94,806.56,16,15,8,3,20.00,24.50,42
2026-08-20,buenos-aires,Balvanera,2,u,4,806.56,,14,17,16,6,28.00,22.00,41
2026-08-20,buenos-aires,Balvanera,3,a,0,,,85,101,92,37,21.00,19.50,332
2026-08-20,buenos-aires,Balvanera,3,a,1,,800.00,13,27,25,15,13.00,13.00,83
2026-08-20,buenos-aires,Balvanera,3,a,2,800.00,948.72,20,23,17,8,20.00,7.00,83
2026-08-20,buenos-aires,Balvanera,3,a,3,948.72,1076.92,21,25,32,8,22.00,21.00,83
2026-08-20,buenos-aires,Balvanera,3,a,4,1076.92,,25,26,18,6,25.00,23.00,75
2026-08-20,buenos-aires,Balvanera,3,f,0,,,22,12,6,1,30.00,38.50,54
2026-08-20,buenos-aires,Balvanera,3,n,0,,,42,66,66,32,20.00,17.00,209
2026-08-20,buenos-aires,Balvanera,3,n,1,,771.70,8,18,16,11,14.00,10.00,54
2026-08-20,buenos-aires,Balvanera,3,n,2,771.70,918.15,7,14,17,10,15.00,5.00,52
2026-08-20,buenos-aires,Balvanera,3,n,3,918.15,1000.00,15,15,23,5,22.00,21.00,54
2026-08-20,buenos-aires,Balvanera,3,n,4,1000.00,,12,19,10,6,19.00,19.00,49
2026-08-20,buenos-aires,Balvanera,3,u,0,,,21,23,20,4,24.00,24.50,69
2026-08-20,buenos-aires,Balvanera,4,a,0,,,42,24,24,11,32.00,13.00,96
2026-08-20,buenos-aires,Balvanera,4,a,1,,1013.25,7,5,7,1,42.00,42.00,24
2026-08-20,buenos-aires,Balvanera,4,a,2,1013.25,1424.36,16,2,0,0,41.00,,24
2026-08-20,buenos-aires,Balvanera,4,a,3,1424.36,2000.00,9,6,6,3,15.00,13.00,22
2026-08-20,buenos-aires,Balvanera,4,a,4,2000.00,,6,10,11,7,19.00,6.00,22
2026-08-20,buenos-aires,Balvanera,4,n,0,,,28,11,11,4,41.00,19.00,58
2026-08-20,buenos-aires,Balvanera,4,u,0,,,12,10,11,6,28.00,11.00,32
2026-08-20,buenos-aires,Barracas,-1,a,0,,,172,327,347,98,22.00,28.00,1185
2026-08-20,buenos-aires,Barracas,0,a,0,,,35,58,71,17,24.00,28.00,246
2026-08-20,buenos-aires,Barracas,0,a,1,,397.35,6,17,27,9,26.00,28.00,62
2026-08-20,buenos-aires,Barracas,0,a,2,397.35,470.59,8,11,14,2,22.00,28.00,64
2026-08-20,buenos-aires,Barracas,0,a,3,470.59,600.00,11,16,15,3,21.00,26.00,69
2026-08-20,buenos-aires,Barracas,0,a,4,600.00,,9,14,15,3,31.00,32.00,48
2026-08-20,buenos-aires,Barracas,0,f,0,,,12,17,17,5,27.00,32.00,67
2026-08-20,buenos-aires,Barracas,0,n,0,,,13,20,41,7,22.00,31.00,137
2026-08-20,buenos-aires,Barracas,0,n,1,,360.14,1,5,16,4,21.00,28.00,32
2026-08-20,buenos-aires,Barracas,0,n,2,360.14,415.91,6,9,11,2,27.00,27.00,35
2026-08-20,buenos-aires,Barracas,0,n,3,415.91,480.52,1,3,7,1,15.00,45.00,34
2026-08-20,buenos-aires,Barracas,0,n,4,480.52,,5,3,7,0,24.00,39.00,36
2026-08-20,buenos-aires,Barracas,0,u,0,,,10,21,13,5,26.00,26.00,42
2026-08-20,buenos-aires,Barracas,1,a,0,,,78,148,152,48,22.00,28.00,470
2026-08-20,buenos-aires,Barracas,1,a,1,,459.02,17,34,41,11,23.00,28.00,118
2026-08-20,buenos-aires,Barracas,1,a,2,459.02,549.02,24,40,29,12,21.00,26.00,120
2026-08-20,buenos-aires,Barracas,1,a,3,549.02,662.34,16,32,41,10,24.00,28.00,117
2026-08-20,buenos-aires,Barracas,1,a,4,662.34,,21,41,39,14,23.00,28.00,111
2026-08-20,buenos-aires,Barracas,1,f,0,,,18,24,21,4,22.00,31.00,86
2026-08-20,buenos-aires,Barracas,1,f,1,,621.21,5,7,6,0,27.00,38.00,23
2026-08-20,buenos-aires,Barracas,1,f,2,621.21,847.02,3,4,5,0,22.00,32.00,20
2026-08-20,buenos-aires,Barracas,1,f,3,847.02,1104.17,5,6,5,1,31.00,65.00,23
2026-08-20,buenos-aires,Barracas,1,f,4,1104.17,,5,7,5,3,8.00,8.00,20
2026-08-20,buenos-aires,Barracas,1,n,0,,,28,48,99,27,22.00,28.00,293
2026-08-20,buenos-aires,Barracas,1,n,1,,451.77,10,13,27,5,25.00,28.00,72
2026-08-20,buenos-aires,Barracas,1,n,2,451.77,505.16,7,8,20,4,21.00,30.00,75
2026-08-20,buenos-aires,Barracas,1,n,3,505.16,585.21,5,16,31,12,20.00,28.00,75
2026-08-20,buenos-aires,Barracas,1,n,4,585.21,,6,11,21,6,24.00,28.00,71
2026-08-20,buenos-aires,Barracas,1,u,0,,,32,76,32,17,27.00,24.50,91
2026-08-20,buenos-aires,Barracas,1,u,1,,463.58,8,20,7,5,22.00,7.00,23
2026-08-20,buenos-aires,Barracas,1,u,2,463.58,554.14,11,21,4,3,30.00,17.00,21
2026-08-20,buenos-aires,Barracas,1,u,3,554.14,673.40,7,18,8,4,26.00,24.00,21
2026-08-20,buenos-aires,Barracas,1,u,4,673.40,,6,16,11,4,28.00,28.00,22
2026-08-20,buenos-aires,Barracas,2,a,0,,,45,92,102,26,22.00,28.00,391
2026-08-20,buenos-aires,Barracas,2,a,1,,620.69,12,27,34,10,24.00,26.00,99
2026-08-20,buenos-aires,Barracas,2,a,2,620.69,750.00,7,22,25,10,22.00,28.00,104
2026-08-20,buenos-aires,Barracas,2,a,3,750.00,906.15,12,18,18,1,18.00,33.00,92
2026-08-20,buenos-aires,Barracas,2,a,4,906.15,,14,23,24,4,24.00,30.50,95
2026-08-20,buenos-aires,Barracas,2,f,0,,,2,1,9,1,20.00,63.00,52
2026-08-20,buenos-aires,Barracas,2,n,0,,,13,28,64,11,22.00,29.00,253
2026-08-20,buenos-aires,Barracas,2,n,1,,608.11,3,10,21,6,22.00,26.00,64
2026-08-20,buenos-aires,Barracas,2,n,2,608.11,724.14,2,5,14,2,22.00,33.00,65
2026-08-20,buenos-aires,Barracas,2,n,3,724.14,875.00,4,8,16,3,18.00,30.00,62
2026-08-20,buenos-aires,Barracas,2,n,4,875.00,,4,5,13,0,24.00,38.00,62
2026-08-20,buenos-aires,Barracas,2,u,0,,,30,63,29,14,27.00,24.00,86
2026-08-20,buenos-aires,Barracas,2,u,1,,627.18,8,20,10,6,28.00,23.50,21
2026-08-20,buenos-aires,Barracas,2,u,2,627.18,771.70,6,13,8,3,26.00,27.00,24
2026-08-20,buenos-aires,Barracas,2,u,3,771.70,990.29,7,13,4,1,26.00,19.50,20
2026-08-20,buenos-aires,Barracas,2,u,4,990.29,,9,15,6,3,30.00,26.50,20
2026-08-20,buenos-aires,Barracas,3,a,0,,,12,24,17,6,21.00,28.00,69
2026-08-20,buenos-aires,Barracas,3,n,0,,,3,7,8,2,21.00,29.00,31
2026-08-20,buenos-aires,Barracas,3,u,0,,,9,17,9,4,22.00,26.00,32
2026-08-20,buenos-aires,Beccar,-1,a,0,,,198,278,291,44,28.00,35.00,966
2026-08-20,buenos-aires,Beccar,0,a,0,,,35,39,35,10,28.00,27.00,125
2026-08-20,buenos-aires,Beccar,0,a,1,,521.22,3,6,13,3,24.00,28.00,31
2026-08-20,buenos-aires,Beccar,0,a,2,521.22,700.00,10,8,4,0,26.00,59.00,32
2026-08-20,buenos-aires,Beccar,0,a,3,700.00,1670.00,9,14,12,6,28.00,27.00,28
2026-08-20,buenos-aires,Beccar,0,a,4,1670.00,,13,11,5,1,28.00,27.00,32
2026-08-20,buenos-aires,Beccar,0,f,0,,,3,2,5,1,22.00,54.00,22
2026-08-20,buenos-aires,Beccar,0,n,0,,,5,4,4,0,17.00,42.00,25
2026-08-20,buenos-aires,Beccar,0,u,0,,,27,33,26,9,29.00,27.00,78
2026-08-20,buenos-aires,Beccar,0,u,3,878.38,3500.00,8,10,5,2,28.00,28.00,21
2026-08-20,buenos-aires,Beccar,1,a,0,,,52,85,87,11,29.00,33.00,269
2026-08-20,buenos-aires,Beccar,1,a,1,,477.19,3,11,25,4,30.00,66.00,68
2026-08-20,buenos-aires,Beccar,1,a,2,477.19,631.93,15,25,21,3,31.00,41.00,66
2026-08-20,buenos-aires,Beccar,1,a,3,631.93,900.33,15,22,22,3,24.00,29.50,66
2026-08-20,buenos-aires,Beccar,1,a,4,900.33,,19,26,19,1,29.00,33.00,68
2026-08-20,buenos-aires,Beccar,1,f,0,,,6,11,10,3,29.00,29.00,35
2026-08-20,buenos-aires,Beccar,1,n,0,,,22,23,58,4,29.00,41.50,169
2026-08-20,buenos-aires,Beccar,1,n,1,,440.52,1,3,19,2,33.00,66.00,40
2026-08-20,buenos-aires,Beccar,1,n,2,440.52,546.62,7,7,15,1,35.00,48.00,46
2026-08-20,buenos-aires,Beccar,1,n,3,546.62,776.70,4,3,13,1,22.00,38.00,40
2026-08-20,buenos-aires,Beccar,1,n,4,776.70,,10,10,11,0,19.00,33.00,43
2026-08-20,buenos-aires,Beccar,1,u,0,,,24,51,19,4,29.00,29.00,65
2026-08-20,buenos-aires,Beccar,2,a,0,,,45,65,67,7,27.00,33.00,257
2026-08-20,buenos-aires,Beccar,2,a,1,,781.76,9,14,19,2,26.00,29.00,67
2026-08-20,buenos-aires,Beccar,2,a,2,781.76,1009.78,7,13,17,2,22.00,47.00,63
2026-08-20,buenos-aires,Beccar,2,a,3,1009.78,1544.56,8,11,17,0,29.00,37.00,63
2026-08-20,buenos-aires,Beccar,2,a,4,1544.56,,21,27,14,3,29.00,29.50,64
2026-08-20,buenos-aires,Beccar,2,f,0,,,6,10,4,2,22.00,25.50,36
2026-08-20,buenos-aires,Beccar,2,n,0,,,7,3,44,0,25.00,32.00,148
2026-08-20,buenos-aires,Beccar,2,n,1,,728.48,0,0,14,0,26.00,28.50,37
2026-08-20,buenos-aires,Beccar,2,n,2,728.48,965.52,2,1,12,0,23.00,47.00,38
2026-08-20,buenos-aires,Beccar,2,n,3,965.52,1378.21,3,1,10,0,27.00,32.00,38
2026-08-20,buenos-aires,Beccar,2,n,4,1378.21,,2,1,8,0,24.00,32.00,35
2026-08-20,buenos-aires,Beccar,2,u,0,,,32,52,19,5,36.00,37.00,73
2026-08-20,buenos-aires,Beccar,2,u,4,1628.20,,11,17,4,3,28.00,16.00,20
2026-08-20,buenos-aires,Beccar,3,a,0,,,44,58,60,11,27.00,40.00,208
2026-08-20,buenos-aires,Beccar,3,a,1,,1709.57,5,7,14,2,13.00,51.00,52
2026-08-20,buenos-aires,Beccar,3,a,2,1709.57,2500.00,10,11,18,1,29.00,30.50,67
2026-08-20,buenos-aires,Beccar,3,a,3,2500.00,3000.00,16,22,14,4,31.00,41.00,39
2026-08-20,buenos-aires,Beccar,3,a,4,3000.00,,12,16,13,3,28.00,38.00,48
2026-08-20,buenos-aires,Beccar,3,f,0,,,6,7,9,1,31.00,41.00,34
2026-08-20,buenos-aires,Beccar,3,n,0,,,9,8,33,3,22.00,43.00,103
2026-08-20,buenos-aires,Beccar,3,n,1,,1414.79,1,2,9,1,16.00,50.00,25
2026-08-20,buenos-aires,Beccar,3,n,2,1414.79,2105.26,3,1,5,0,29.00,57.00,26
2026-08-20,buenos-aires,Beccar,3,n,3,2105.26,3000.00,4,4,13,1,29.00,31.00,31
2026-08-20,buenos-aires,Beccar,3,n,4,3000.00,,1,1,6,1,18.00,38.00,21
2026-08-20,buenos-aires,Beccar,3,u,0,,,29,43,18,7,27.00,25.50,71
2026-08-20,buenos-aires,Beccar,4,a,0,,,22,31,42,5,31.00,39.00,107
2026-08-20,buenos-aires,Beccar,4,a,1,,2700.00,2,2,9,0,27.00,38.00,29
2026-08-20,buenos-aires,Beccar,4,a,2,2700.00,3800.00,4,6,13,1,38.00,40.00,26
2026-08-20,buenos-aires,Beccar,4,a,3,3800.00,6000.00,7,12,14,3,31.00,31.00,27
2026-08-20,buenos-aires,Beccar,4,a,4,6000.00,,9,11,6,1,61.00,76.50,23
2026-08-20,buenos-aires,Beccar,4,f,0,,,10,11,13,1,38.00,63.00,40
2026-08-20,buenos-aires,Beccar,4,n,0,,,3,4,13,1,31.00,37.00,34
2026-08-20,buenos-aires,Beccar,4,u,0,,,9,16,16,3,31.00,39.00,33
2026-08-20,buenos-aires,Belgrano,-1,a,0,,,3194,3901,3066,1589,20.00,13.00,10441
2026-08-20,buenos-aires,Belgrano,0,a,0,,,842,1052,818,438,20.00,12.00,2607
2026-08-20,buenos-aires,Belgrano,0,a,1,,496.74,185,255,217,113,19.00,16.00,652
2026-08-20,buenos-aires,Belgrano,0,a,2,496.74,577.05,211,298,217,132,15.00,8.00,660
2026-08-20,buenos-aires,Belgrano,0,a,3,577.05,700.00,216,281,221,120,18.00,12.00,705
2026-08-20,buenos-aires,Belgrano,0,a,4,700.00,,212,215,162,73,27.00,18.50,567
2026-08-20,buenos-aires,Belgrano,0,f,0,,,295,362,313,168,21.00,12.00,958
2026-08-20,buenos-aires,Belgrano,0,f,1,,575.98,54,91,90,54,15.00,9.00,243
2026-08-20,buenos-aires,Belgrano,0,f,2,575.98,700.00,64,99,96,54,14.00,11.50,281
2026-08-20,buenos-aires,Belgrano,0,f,3,700.00,850.00,61,69,59,28,26.00,14.00,196
2026-08-20,buenos-aires,Belgrano,0,f,4,850.00,,101,102,67,32,30.00,16.00,221
2026-08-20,buenos-aires,Belgrano,0,n,0,,,408,502,363,185,20.00,14.00,1236
2026-08-20,buenos-aires,Belgrano,0,n,1,,450.16,95,114,93,40,22.00,19.00,313
2026-08-20,buenos-aires,Belgrano,0,n,2,450.16,526.31,103,136,98,52,18.00,11.50,310
2026-08-20,buenos-aires,Belgrano,0,n,3,526.31,600.00,107,144,107,63,17.00,9.00,335
2026-08-20,buenos-aires,Belgrano,0,n,4,600.00,,102,108,65,30,21.00,18.00,276
2026-08-20,buenos-aires,Belgrano,0,u,0,,,139,188,142,85,18.00,10.00,413
2026-08-20,buenos-aires,Belgrano,0,u,1,,500.00,38,56,39,23,16.00,15.00,103
2026-08-20,buenos-aires,Belgrano,0,u,2,500.00,576.92,29,60,50,37,13.00,5.00,103
2026-08-20,buenos-aires,Belgrano,0,u,3,576.92,650.00,35,43,35,19,13.00,9.00,107
2026-08-20,buenos-aires,Belgrano,0,u,4,650.00,,35,27,18,6,28.00,24.00,96
2026-08-20,buenos-aires,Belgrano,1,a,0,,,1154,1439,1140,587,19.00,12.00,3976
2026-08-20,buenos-aires,Belgrano,1,a,1,,578.78,263,352,288,147,18.00,13.00,994
2026-08-20,buenos-aires,Belgrano,1,a,2,578.78,734.87,283,356,253,136,19.00,11.00,976
2026-08-20,buenos-aires,Belgrano,1,a,3,734.87,920.42,283,369,276,164,16.00,10.00,987
2026-08-20,buenos-aires,Belgrano,1,a,4,920.42,,301,361,321,140,22.00,17.00,972
2026-08-20,buenos-aires,Belgrano,1,f,0,,,366,437,339,189,20.00,11.00,1264
2026-08-20,buenos-aires,Belgrano,1,f,1,,692.58,62,98,67,42,19.00,8.00,304
2026-08-20,buenos-aires,Belgrano,1,f,2,692.58,822.61,91,104,80,46,20.00,10.50,317
2026-08-20,buenos-aires,Belgrano,1,f,3,822.61,1000.00,84,109,94,52,18.00,12.50,315
2026-08-20,buenos-aires,Belgrano,1,f,4,1000.00,,108,126,98,49,22.00,16.50,301
2026-08-20,buenos-aires,Belgrano,1,n,0,,,626,813,631,325,17.00,12.00,2190
2026-08-20,buenos-aires,Belgrano,1,n,1,,541.93,139,192,165,82,19.00,13.00,544
2026-08-20,buenos-aires,Belgrano,1,n,2,541.93,660.70,163,206,151,80,16.00,13.00,548
2026-08-20,buenos-aires,Belgrano,1,n,3,660.70,850.00,173,218,149,80,18.00,10.00,558
2026-08-20,buenos-aires,Belgrano,1,n,4,850.00,,149,197,166,83,18.00,12.00,532
2026-08-20,buenos-aires,Belgrano,1,u,0,,,162,189,170,73,24.00,17.00,522
2026-08-20,buenos-aires,Belgrano,1,u,1,,628.38,40,44,40,16,24.00,18.50,129
2026-08-20,buenos-aires,Belgrano,1,u,2,628.38,782.31,41,54,38,22,16.00,8.00,129
2026-08-20,buenos-aires,Belgrano,1,u,3,782.31,995.81,41,55,44,22,18.00,12.50,126
2026-08-20,buenos-aires,Belgrano,1,u,4,995.81,,39,35,46,13,31.00,28.00,126
2026-08-20,buenos-aires,Belgrano,2,a,0,,,662,856,698,376,20.00,12.00,2300
2026-08-20,buenos-aires,Belgrano,2,a,1,,890.33,131,206,211,108,18.00,12.00,574
2026-08-20,buenos-aires,Belgrano,2,a,2,890.33,1146.50,164,216,156,86,19.00,9.00,569
2026-08-20,buenos-aires,Belgrano,2,a,3,1146.50,1500.00,181,220,157,91,17.00,9.00,580
2026-08-20,buenos-aires,Belgrano,2,a,4,1500.00,,171,211,170,88,25.00,16.50,555
2026-08-20,buenos-aires,Belgrano,2,f,0,,,222,242,191,107,22.00,13.00,760
2026-08-20,buenos-aires,Belgrano,2,f,1,,1052.64,47,55,40,23,20.00,8.00,185
2026-08-20,buenos-aires,Belgrano,2,f,2,1052.64,1300.00,64,78,61,34,17.00,9.00,213
2026-08-20,buenos-aires,Belgrano,2,f,3,1300.00,1800.00,51,56,42,25,20.00,13.50,171
2026-08-20,buenos-aires,Belgrano,2,f,4,1800.00,,47,52,47,24,27.00,19.00,175
2026-08-20,buenos-aires,Belgrano,2,n,0,,,354,511,429,227,18.00,12.00,1284
2026-08-20,buenos-aires,Belgrano,2,n,1,,820.51,74,127,125,69,16.00,10.00,322
2026-08-20,buenos-aires,Belgrano,2,n,2,820.51,1010.41,85,115,105,48,16.00,12.00,320
2026-08-20,buenos-aires,Belgrano,2,n,3,1010.41,1410.26,94,130,90,54,18.00,9.00,326
2026-08-20,buenos-aires,Belgrano,2,n,4,1410.26,,99,139,109,56,21.00,16.00,314
2026-08-20,buenos-aires,Belgrano,2,u,0,,,86,103,78,42,24.00,13.00,256
2026-08-20,buenos-aires,Belgrano,2,u,1,,900.00,16,25,26,14,23.00,10.50,65
2026-08-20,buenos-aires,Belgrano,2,u,2,900.00,1215.68,24,27,13,7,30.00,5.00,63
2026-08-20,buenos-aires,Belgrano,2,u,3,1215.68,1788.74,26,21,13,5,25.00,23.00,61
2026-08-20,buenos-aires,Belgrano,2,u,4,1788.74,,20,28,23,14,24.00,13.00,63
2026-08-20,buenos-aires,Belgrano,3,a,0,,,408,424,311,135,24.00,16.00,1192
2026-08-20,buenos-aires,Belgrano,3,a,1,,1400.00,93,113,88,41,19.00,11.50,313
2026-08-20,buenos-aires,Belgrano,3,a,2,1400.00,2097.90,95,101,78,36,21.00,14.50,281
2026-08-20,buenos-aires,Belgrano,3,a,3,2097.90,3500.00,111,116,85,36,27.00,23.00,320
2026-08-20,buenos-aires,Belgrano,3,a,4,3500.00,,105,93,60,22,26.00,19.00,274
2026-08-20,buenos-aires,Belgrano,3,f,0,,,96,91,64,26,24.00,22.00,285
2026-08-20,buenos-aires,Belgrano,3,f,1,,1585.64,22,28,21,13,20.00,7.00,69
2026-08-20,buenos-aires,Belgrano,3,f,2,1585.64,2700.00,26,24,11,4,22.00,24.00,72
2026-08-20,buenos-aires,Belgrano,3,f,3,2700.00,3619.58,17,17,19,6,25.00,24.00,71
2026-08-20,buenos-aires,Belgrano,3,f,4,3619.58,,28,22,13,3,30.00,31.00,70
2026-08-20,buenos-aires,Belgrano,3,n,0,,,217,222,158,65,25.00,19.00,633
2026-08-20,buenos-aires,Belgrano,3,n,1,,1258.74,49,50,33,14,18.00,17.00,157
2026-08-20,buenos-aires,Belgrano,3,n,2,1258.74,1907.90,51,62,49,22,25.00,19.00,161
2026-08-20,buenos-aires,Belgrano,3,n,3,1907.90,3300.00,60,53,44,16,30.00,24.00,160
2026-08-20,buenos-aires,Belgrano,3,n,4,3300.00,,57,57,32,13,24.00,17.50,155
2026-08-20,buenos-aires,Belgrano,3,u,0,,,95,111,89,44,20.00,10.00,274
2026-08-20,buenos-aires,Belgrano,3,u,1,,1478.71,21,28,21,11,17.00,7.00,70
2026-08-20,buenos-aires,Belgrano,3,u,2,1478.71,2236.71,16,25,28,12,17.00,11.00,67
2026-08-20,buenos-aires,Belgrano,3,u,3,2236.71,3500.00,30,34,22,11,28.00,15.50,77
2026-08-20,buenos-aires,Belgrano,3,u,4,3500.00,,27,23,18,10,23.00,7.00,59
2026-08-20,buenos-aires,Belgrano,4,a,0,,,128,130,99,53,26.00,14.00,366
2026-08-20,buenos-aires,Belgrano,4,a,1,,2400.00,29,32,26,14,28.00,6.00,93
2026-08-20,buenos-aires,Belgrano,4,a,2,2400.00,3500.00,25,35,27,18,16.00,15.00,92
2026-08-20,buenos-aires,Belgrano,4,a,3,3500.00,5900.00,28,21,19,10,30.00,14.00,85
2026-08-20,buenos-aires,Belgrano,4,a,4,5900.00,,45,40,22,10,27.00,14.00,88
2026-08-20,buenos-aires,Belgrano,4,f,0,,,27,28,18,8,26.00,24.00,85
2026-08-20,buenos-aires,Belgrano,4,f,1,,2569.40,5,6,6,4,25.00,2.50,22
2026-08-20,buenos-aires,Belgrano,4,f,2,2569.40,4200.00,2,3,6,2,14.00,24.00,24
2026-08-20,buenos-aires,Belgrano,4,f,4,5500.00,,16,13,1,0,79.00,79.00,20
2026-08-20,buenos-aires,Belgrano,4,n,0,,,69,74,55,33,23.00,11.00,195
2026-08-20,buenos-aires,Belgrano,4,n,1,,2391.56,15,21,15,9,31.00,6.00,49
2026-08-20,buenos-aires,Belgrano,4,n,2,2391.56,3187.22,16,20,15,11,17.00,15.00,48
2026-08-20,buenos-aires,Belgrano,4,n,3,3187.22,6000.00,21,14,8,6,27.00,8.00,49
2026-08-20,buenos-aires,Belgrano,4,n,4,6000.00,,16,17,15,6,23.00,22.00,45
2026-08-20,buenos-aires,Belgrano,4,u,0,,,32,28,26,12,28.00,22.00,86
2026-08-20,buenos-aires,Belgrano,4,u,1,,2200.00,7,6,6,2,26.00,27.00,22
2026-08-20,buenos-aires,Belgrano,4,u,2,2200.00,3500.00,5,8,8,4,19.00,18.50,21
2026-08-20,buenos-aires,Belgrano,4,u,3,3500.00,5900.00,9,5,4,2,45.00,23.50,20
2026-08-20,buenos-aires,Berazategui,-1,a,0,,,46,82,465,16,31.00,35.00,849
2026-08-20,buenos-aires,Berazategui,0,a,0,,,5,10,206,4,33.00,35.00,323
2026-08-20,buenos-aires,Berazategui,0,a,1,,298.01,1,2,48,1,34.00,35.00,76
2026-08-20,buenos-aires,Berazategui,0,a,2,298.01,588.24,4,5,51,0,35.00,35.00,78
2026-08-20,buenos-aires,Berazategui,0,a,3,588.24,3100.00,0,2,54,2,35.00,35.00,80
2026-08-20,buenos-aires,Berazategui,0,a,4,3100.00,,0,1,52,1,27.00,35.00,80
2026-08-20,buenos-aires,Berazategui,0,n,0,,,0,2,86,2,31.00,35.00,139
2026-08-20,buenos-aires,Berazategui,0,n,1,,269.36,0,1,22,1,34.00,39.00,33
2026-08-20,buenos-aires,Berazategui,0,n,2,269.36,392.16,0,0,16,0,31.00,35.00,32
2026-08-20,buenos-aires,Berazategui,0,n,3,392.16,7800.00,0,0,24,0,27.00,35.00,39
2026-08-20,buenos-aires,Berazategui,0,n,4,7800.00,,0,1,24,1,26.00,31.00,35
2026-08-20,buenos-aires,Berazategui,0,u,0,,,5,8,120,2,35.00,35.00,182
2026-08-20,buenos-aires,Berazategui,0,u,1,,378.64,3,3,31,0,35.00,35.00,44
2026-08-20,buenos-aires,Berazategui,0,u,2,378.64,700.00,2,3,26,0,35.00,35.00,42
